Gene_Symbol	logFC	pv	pct.1	pct.2	p_val_adj
NOP53	-0.46193	1.14E-09	0.371	0.579	3.69E-05
ARHGEF6	-1.68484	1.17E-09	0.017	0.069	3.76E-05
CYSLTR1	-0.77221	1.18E-09	0.058	0.145	3.81E-05
FABP5	1.728839	1.26E-09	0.27	0.159	4.08E-05
RAPGEF6	-0.90288	1.40E-09	0.08	0.177	4.51E-05
STING1	-0.7669	1.41E-09	0.08	0.179	4.56E-05
ACOT13	-0.83918	1.41E-09	0.054	0.137	4.57E-05
STK38	-0.90957	1.45E-09	0.045	0.121	4.70E-05
TNFSF14	-1.22649	1.51E-09	0.029	0.093	4.88E-05
ASAP1	-0.51983	1.64E-09	0.215	0.377	5.31E-05
ATRAID	-0.69719	1.65E-09	0.089	0.196	5.32E-05
MRPL52	0.725159	1.76E-09	0.506	0.46	5.69E-05
NFE2	-1.70365	1.86E-09	0.011	0.052	6.00E-05
ABCA9	-2.05831	1.88E-09	0.011	0.052	6.08E-05
KLHL6	-1.27954	1.94E-09	0.021	0.075	6.27E-05
XPR1	-0.7626	1.97E-09	0.062	0.149	6.36E-05
LRRC20	-3.98604	2.05E-09	0.002	0.026	6.60E-05
FMO5	-3.54246	2.06E-09	0.002	0.028	6.65E-05
FBXL20	-1.3004	2.10E-09	0.024	0.081	6.79E-05
KIF3A	-2.88984	2.20E-09	0.002	0.028	7.10E-05
MRPS35	-1.32784	2.23E-09	0.024	0.081	7.19E-05
SESN2	-1.55869	2.27E-09	0.017	0.067	7.33E-05
RPS18	-0.21808	2.28E-09	0.971	0.994	7.38E-05
SLC12A9	-1.19309	2.32E-09	0.029	0.091	7.48E-05
KYNU	-2.53326	2.36E-09	0.005	0.038	7.61E-05
WSB1	-0.6038	2.52E-09	0.134	0.262	8.14E-05
TNFAIP2	-0.85711	2.56E-09	0.062	0.147	8.27E-05
GTF3A	-1.16748	2.63E-09	0.029	0.091	8.49E-05
CBLB	-1.43365	2.86E-09	0.02	0.073	9.22E-05
BLOC1S2	-0.65041	2.92E-09	0.105	0.218	9.41E-05
RAMAC	-0.70577	2.96E-09	0.083	0.183	9.56E-05
ZYX	-0.54916	3.04E-09	0.225	0.397	9.82E-05
MPV17L2	-0.96966	3.15E-09	0.044	0.117	0.000102
RIPK2	-1.07704	3.19E-09	0.042	0.113	0.000103
IL15RA	-2.20167	3.23E-09	0.007	0.042	0.000104
TTC32	-1.54733	3.61E-09	0.023	0.079	0.000116
PON2	-0.72718	3.73E-09	0.126	0.246	0.000121
LRRK2	-1.62586	3.77E-09	0.013	0.056	0.000122
PCBP2	-0.43132	3.81E-09	0.298	0.486	0.000123
ING3	-1.59284	3.96E-09	0.027	0.085	0.000128
RPL9	-0.20097	4.07E-09	0.943	0.988	0.000131
UBXN2A	-1.92596	4.09E-09	0.014	0.058	0.000132
MAPK14	-0.83449	4.26E-09	0.071	0.161	0.000138
RPS4X	-0.18113	4.66E-09	0.973	0.986	0.00015
UIMC1	-0.83365	4.91E-09	0.048	0.125	0.000159
P2RY6	1.459545	5.10E-09	0.206	0.103	0.000165
MAP3K5	-0.73167	5.20E-09	0.124	0.24	0.000168
CD47	-0.36145	5.21E-09	0.349	0.558	0.000168
POR	0.910785	5.23E-09	0.405	0.327	0.000169
CAMK2G	-0.96973	6.28E-09	0.034	0.099	0.000203
PHYKPL	-1.6678	6.36E-09	0.012	0.054	0.000205
DUSP16	-0.97525	6.56E-09	0.042	0.113	0.000212
TMEM203	-1.32302	6.64E-09	0.025	0.081	0.000214
VSIR	-0.38117	6.79E-09	0.322	0.526	0.000219
PDE4B	-0.54531	7.14E-09	0.322	0.486	0.000231
NR4A3	-0.92242	7.19E-09	0.043	0.113	0.000232
CD63	1.972624	7.19E-09	0.155	0.06	0.000232
SUB1	-0.27301	7.31E-09	0.702	0.879	0.000236
CAPN10	-2.28491	7.68E-09	0.006	0.038	0.000248
DDI2	-0.8351	7.97E-09	0.07	0.157	0.000257
STK24	-0.53158	8.04E-09	0.122	0.242	0.00026
OLA1	-0.90479	8.08E-09	0.06	0.141	0.000261
CCDC125	-2.35419	8.11E-09	0.007	0.042	0.000262
RIT1	-1.07192	8.46E-09	0.041	0.109	0.000273
OPRM1	-4.65717	8.64E-09	0.001	0.02	0.000279
ABTB1	-1.3037	8.73E-09	0.017	0.065	0.000282
GRK5	-0.47133	8.73E-09	0.167	0.304	0.000282
CBFA2T3	-1.04599	8.75E-09	0.039	0.107	0.000283
AUH	-0.57743	8.79E-09	0.091	0.194	0.000284
DHRS7	-0.64589	8.87E-09	0.093	0.196	0.000286
POU2F2	-0.56236	8.92E-09	0.105	0.214	0.000288
PNPLA2	-0.90078	9.10E-09	0.042	0.113	0.000294
ATG10	-1.50192	9.37E-09	0.02	0.071	0.000302
NUP210L	-1.69029	9.42E-09	0.009	0.046	0.000304
FAU	-0.13294	9.49E-09	0.996	0.998	0.000306
F11R	-1.15667	1.00E-08	0.036	0.101	0.000323
CIRBP	-0.88418	1.08E-08	0.036	0.101	0.000349
SNX24	2.14222	1.12E-08	0.131	0.042	0.000361
CCDC180	-1.46209	1.15E-08	0.015	0.06	0.00037
INTS6L	-1.08526	1.16E-08	0.027	0.085	0.000375
NAT8L	-4.12458	1.21E-08	0.001	0.022	0.000391
PALM	-2.38065	1.21E-08	0.005	0.036	0.000391
COMMD8	-0.64063	1.37E-08	0.099	0.202	0.000441
GLIPR1	-0.39193	1.39E-08	0.199	0.353	0.000448
BCR	-1.84833	1.40E-08	0.014	0.056	0.000453
UCP2	-0.37022	1.41E-08	0.459	0.657	0.000455
RAI14	2.963323	1.47E-08	0.1	0.022	0.000473
C1GALT1	-1.94967	1.49E-08	0.008	0.044	0.00048
SEPHS2	-0.69197	1.52E-08	0.057	0.137	0.00049
CSF2RB	-0.43151	1.52E-08	0.186	0.333	0.000491
RPLP0	-0.15604	1.59E-08	0.992	0.998	0.000512
DYNLL1	0.443132	1.75E-08	0.732	0.72	0.000564
PITPNA	0.609347	1.80E-08	0.587	0.601	0.00058
TOR1A	-0.60652	1.81E-08	0.095	0.196	0.000585
MYO1G	-0.81072	1.82E-08	0.062	0.143	0.000587
PARP8	-0.71357	1.85E-08	0.068	0.153	0.000598
DENND4A	-0.30923	2.20E-08	0.262	0.444	0.000709
CD80	-0.69385	2.21E-08	0.114	0.222	0.000714
TMEM167A	-0.40129	2.23E-08	0.362	0.569	0.00072
CYTIP	-0.30477	2.23E-08	0.411	0.637	0.00072
SRGN	0.243873	2.34E-08	0.973	0.968	0.000756
BTLA	-2.48593	2.68E-08	0.004	0.032	0.000864
ATG3	-0.43831	2.68E-08	0.232	0.393	0.000866
PGLS	-0.48412	2.84E-08	0.221	0.377	0.000918
C3AR1	1.641124	2.99E-08	0.173	0.079	0.000964
TNFRSF1A	-0.42577	3.06E-08	0.267	0.448	0.000988
NT5DC2	2.014948	3.17E-08	0.154	0.067	0.001022
RGL1	2.47467	3.17E-08	0.117	0.036	0.001024
RBBP8	-0.74005	3.22E-08	0.068	0.151	0.001041
SLC33A1	-1.21569	3.43E-08	0.023	0.075	0.001106
ADAM8	1.291682	3.50E-08	0.245	0.151	0.001131
NDUFA6	-0.36628	3.64E-08	0.346	0.536	0.001176
GBA2	-2.44692	3.69E-08	0.004	0.03	0.00119
MILR1	-0.49295	3.70E-08	0.126	0.242	0.001195
STOM	-0.74788	3.81E-08	0.071	0.155	0.001229
HAVCR2	1.726106	3.85E-08	0.165	0.075	0.001243
TLR4	-1.0265	3.92E-08	0.067	0.147	0.001266
SPTLC2	-0.44626	4.02E-08	0.16	0.292	0.001299
DYM	-1.16753	4.07E-08	0.03	0.087	0.001315
ARPC1B	0.255948	4.16E-08	0.949	0.97	0.001344
ARID4A	-0.68866	4.19E-08	0.084	0.175	0.001354
ATP6V0A1	-0.80849	4.45E-08	0.084	0.173	0.001437
BSCL2	-0.53097	4.48E-08	0.128	0.244	0.001447
BZW2	-1.04888	4.59E-08	0.039	0.103	0.001481
SYNGR2	-0.4723	4.71E-08	0.185	0.327	0.00152
CCDC88A	-0.67558	4.75E-08	0.095	0.192	0.001533
EVL	1.110958	4.77E-08	0.314	0.232	0.001539
GPR146	-1.15934	4.80E-08	0.029	0.085	0.00155
H3-3B	-0.18536	4.84E-08	0.945	0.992	0.001561
HCFC1R1	-0.52165	5.18E-08	0.108	0.216	0.001673
TREM1	-0.57839	5.40E-08	0.107	0.21	0.001745
POLR2J	-0.44276	5.55E-08	0.15	0.278	0.001793
RBFA	-0.78105	5.65E-08	0.073	0.157	0.001825
CASP8	-0.53753	5.65E-08	0.13	0.244	0.001825
RAB8B	0.958683	5.70E-08	0.389	0.327	0.001839
PNP	-0.40572	5.72E-08	0.207	0.355	0.001848
INSIG1	2.595667	5.89E-08	0.101	0.026	0.001902
DOCK10	-0.37909	6.02E-08	0.235	0.389	0.001943
TESK2	-1.92616	6.03E-08	0.008	0.042	0.001947
CISD1	-0.97601	6.06E-08	0.051	0.121	0.001957
MYADM	-0.8211	6.07E-08	0.04	0.105	0.001959
SCRG1	-4.70875	6.11E-08	0.001	0.018	0.001974
KCNE3	-4.49989	6.16E-08	0.001	0.018	0.001988
NTNG2	-1.40785	6.54E-08	0.015	0.056	0.00211
PLSCR3	-1.51698	6.58E-08	0.015	0.056	0.002125
TRPS1	-0.30714	7.05E-08	0.542	0.756	0.002278
LYL1	-0.9763	7.07E-08	0.051	0.121	0.002284
LDHA	0.488936	7.30E-08	0.68	0.655	0.002358
KCNRG	-0.96157	7.47E-08	0.045	0.111	0.002411
PTPN12	-0.58679	7.54E-08	0.08	0.167	0.002433
SMIM5	-2.80818	8.18E-08	0.002	0.024	0.00264
PPP4R3B	-0.57644	8.33E-08	0.085	0.177	0.002689
TLR8	-1.8514	8.33E-08	0.009	0.044	0.002691
UQCRFS1	-0.36979	8.54E-08	0.251	0.415	0.002757
CPNE3	-0.70281	8.66E-08	0.072	0.155	0.002796
ETFBKMT	-1.95188	9.13E-08	0.005	0.032	0.002947
G6PC3	-1.12489	9.13E-08	0.024	0.075	0.002947
ASAH1	-0.44271	9.19E-08	0.258	0.421	0.002968
CLEC6A	1.03126	9.24E-08	0.301	0.198	0.002984
EIF4E3	-0.93611	9.43E-08	0.035	0.095	0.003046
LMNA	1.762695	9.45E-08	0.168	0.079	0.00305
PRDX5	-0.24045	9.53E-08	0.831	0.915	0.003078
GINS4	-1.18084	1.01E-07	0.018	0.062	0.003251
GADD45B	-0.6309	1.01E-07	0.125	0.228	0.003264
MFSD6	-0.94894	1.04E-07	0.038	0.099	0.00335
ATOX1	0.394364	1.04E-07	0.753	0.782	0.003361
C1GALT1C1	-0.34836	1.06E-07	0.094	0.192	0.003408
RFX3	-1.05013	1.07E-07	0.03	0.085	0.003457
DGAT2	-1.35424	1.09E-07	0.031	0.085	0.003531
MAP3K1	-0.73676	1.09E-07	0.053	0.125	0.003532
KLHL5	-0.96566	1.11E-07	0.032	0.089	0.003597
ETFA	-0.44305	1.12E-07	0.107	0.21	0.003621
WDFY2	-0.71663	1.13E-07	0.061	0.137	0.003661
SLC8A1	-0.33779	1.16E-07	0.32	0.49	0.003743
GMFG	-0.33415	1.16E-07	0.521	0.732	0.003744
MYL12B	-0.3926	1.16E-07	0.372	0.558	0.00376
ROGDI	-0.89471	1.17E-07	0.032	0.089	0.003792
IGF1R	-0.61762	1.18E-07	0.058	0.131	0.003812
LAT2	1.330054	1.29E-07	0.241	0.151	0.00415
RTCB	-0.6456	1.31E-07	0.073	0.155	0.004218
METRNL	0.62252	1.33E-07	0.474	0.399	0.004288
ELMSAN1	-0.89177	1.37E-07	0.037	0.097	0.004434
RPL29	-0.2215	1.46E-07	0.795	0.94	0.004702
DEK	-0.57198	1.55E-07	0.095	0.19	0.005014
DNPEP	-0.82997	1.58E-07	0.049	0.117	0.005086
VRK1	-0.7659	1.70E-07	0.068	0.147	0.005487
PLAUR	-0.35593	1.74E-07	0.387	0.577	0.00562
TMEM71	-1.08257	1.78E-07	0.023	0.071	0.005763
FRG1	-0.51436	1.79E-07	0.13	0.242	0.005786
ST7	-1.09887	1.81E-07	0.035	0.093	0.005845
NCOR1	-0.48467	1.84E-07	0.153	0.274	0.005949
MYD88	-0.45916	1.88E-07	0.144	0.262	0.006064
ZSWIM4	-1.16309	1.96E-07	0.028	0.081	0.006339
KIZ	-1.64521	1.98E-07	0.01	0.044	0.006401
MCL1	-0.42558	2.01E-07	0.363	0.546	0.006484
USE1	-0.33933	2.06E-07	0.262	0.433	0.006648
IL15	-1.01106	2.07E-07	0.029	0.083	0.006691
RFTN1	-0.49089	2.14E-07	0.103	0.2	0.006895
EMP3	0.372832	2.14E-07	0.786	0.806	0.00692
CRACR2B	-6.7003	2.18E-07	0	0.014	0.007049
ROM1	-6.90239	2.18E-07	0	0.014	0.007049
IAH1	-0.65654	2.20E-07	0.075	0.157	0.007108
BRI3	0.986533	2.27E-07	0.383	0.329	0.007323
EIF3E	-0.39301	2.30E-07	0.444	0.635	0.007437
CAST	-0.48843	2.55E-07	0.109	0.208	0.00823
LIFR	-1.22219	2.58E-07	0.021	0.067	0.008333
GATD1	-0.89123	2.60E-07	0.029	0.083	0.008409
FOSL2	-0.40717	2.64E-07	0.188	0.323	0.008528
FCER1G	0.168398	2.65E-07	0.994	1	0.008557
INTS6	-0.8016	2.72E-07	0.041	0.101	0.008776
ASS1	3.398633	2.74E-07	0.07	0.01	0.008845
KBTBD4	-2.48882	2.76E-07	0.003	0.026	0.008898
SCAI	-2.46687	2.77E-07	0.003	0.026	0.008943
REXO1	-0.66681	2.86E-07	0.042	0.105	0.009219
CD44	-0.32637	2.95E-07	0.67	0.819	0.009511
RAPH1	2.721368	2.97E-07	0.08	0.016	0.009605
BTG3	-0.85073	3.00E-07	0.047	0.111	0.009696
MFGE8	-1.81612	3.01E-07	0.009	0.042	0.009707
MMADHC	-0.70937	3.13E-07	0.055	0.125	0.010095
DOCK8	-0.63835	3.23E-07	0.108	0.204	0.010439
SDC1	4.604859	3.31E-07	0.058	0.004	0.010687
PTPN18	-0.35419	3.34E-07	0.415	0.601	0.01077
CCR1	-0.37997	3.35E-07	0.438	0.621	0.010814
FLNB	-0.82467	3.37E-07	0.042	0.103	0.010872
SKP1	-0.54303	3.38E-07	0.118	0.222	0.010908
RPL13A	-0.16694	3.39E-07	0.973	1	0.010935
ALCAM	0.657436	3.53E-07	0.434	0.365	0.011394
AIM2	-1.08983	3.54E-07	0.036	0.093	0.011417
CARNMT1	-0.87976	3.54E-07	0.042	0.103	0.011434
CPOX	-1.34615	3.56E-07	0.013	0.05	0.011496
TANGO2	-1.11878	3.57E-07	0.027	0.077	0.011537
MFSD14B	-0.76649	3.60E-07	0.054	0.123	0.011619
CABLES2	-2.83251	3.72E-07	0.003	0.024	0.012009
KIF9	-2.40449	3.83E-07	0.003	0.024	0.012363
LILRA6	-1.22853	3.84E-07	0.024	0.071	0.012405
MRPL34	-0.53453	3.92E-07	0.1	0.194	0.012666
OPA3	-1.3562	3.95E-07	0.023	0.069	0.012756
PADI2	-1.31009	4.07E-07	0.015	0.054	0.013155
MAN2B1	-0.32318	4.09E-07	0.265	0.438	0.013191
CTSH	-0.32695	4.09E-07	0.594	0.794	0.013192
CD300LG	-0.95548	4.15E-07	0.027	0.077	0.013402
BPNT1	-1.35046	4.27E-07	0.018	0.06	0.01379
CHRM3	-4.38932	4.32E-07	0.001	0.016	0.013953
KIRREL3	-4.03778	4.35E-07	0.001	0.016	0.014054
EEF2	-0.27095	4.47E-07	0.605	0.786	0.014439
RPL10A	-0.21928	4.58E-07	0.84	0.931	0.0148
SUN1	-2.73955	4.79E-07	0.002	0.022	0.015476
MTERF4	-2.90416	4.82E-07	0.002	0.022	0.015562
SUSD3	-0.57495	4.88E-07	0.113	0.21	0.015771
PF4	3.838699	4.89E-07	0.071	0.012	0.015777
CHMP2B	-0.66973	4.91E-07	0.063	0.137	0.015847
TYK2	-1.49356	4.96E-07	0.012	0.046	0.016003
KCTD12	-0.49047	5.09E-07	0.1	0.194	0.016435
XRCC4	-1.01089	5.10E-07	0.041	0.099	0.016471
CTNNBIP1	-0.5204	5.13E-07	0.077	0.159	0.016574
PNPLA8	-0.92554	5.17E-07	0.042	0.101	0.016699
FAS	-0.87159	5.30E-07	0.048	0.111	0.017096
MAP2K5	-0.85416	5.46E-07	0.04	0.099	0.017623
CHMP4B	0.549301	5.51E-07	0.509	0.468	0.017778
SRSF2	0.72947	5.51E-07	0.433	0.387	0.017782
PISD	-0.76438	5.60E-07	0.065	0.137	0.018095
DCAF5	-1.73687	5.64E-07	0.014	0.05	0.018221
ARHGAP10	2.490269	6.05E-07	0.092	0.026	0.019526
PPT1	-0.38655	6.13E-07	0.265	0.427	0.019779
KCNN4	4.971301	6.53E-07	0.052	0.002	0.021085
CHURC1	-0.61876	6.74E-07	0.091	0.177	0.021772
DPEP2	-0.60486	6.75E-07	0.054	0.121	0.021784
INPP5A	-0.83748	6.85E-07	0.033	0.087	0.022112
BMX	-1.90828	6.90E-07	0.007	0.036	0.022285
ERGIC3	-0.51676	7.05E-07	0.126	0.23	0.022748
ALDH9A1	-0.89114	7.10E-07	0.039	0.097	0.022918
DDX28	-1.30737	7.46E-07	0.019	0.06	0.024085
CROT	-2.07428	7.48E-07	0.006	0.032	0.024163
PTPRC	-0.29591	7.61E-07	0.4	0.611	0.024578
H2AZ2	-0.68311	7.89E-07	0.066	0.139	0.025469
ZFAND6	-0.36661	7.98E-07	0.16	0.282	0.02576
NDRG1	-0.86363	8.00E-07	0.041	0.099	0.025819
IRF5	-0.36882	8.04E-07	0.303	0.47	0.025962
SELPLG	-0.43455	8.19E-07	0.221	0.363	0.026448
PTRHD1	-0.72234	8.22E-07	0.06	0.129	0.026551
CNDP2	0.811594	8.29E-07	0.395	0.339	0.026753
DNAJC4	-0.95184	8.36E-07	0.037	0.093	0.026984
DGLUCY	-1.40581	8.57E-07	0.011	0.044	0.027653
RTRAF	-0.34187	8.60E-07	0.261	0.421	0.027757
BTG1	-0.291	8.91E-07	0.789	0.909	0.028782
ELP1	-1.60363	9.13E-07	0.013	0.048	0.02947
IGBP1	-0.71971	9.36E-07	0.072	0.145	0.030224
DGUOK	-0.64541	9.41E-07	0.048	0.111	0.030388
CENPA	2.197643	9.47E-07	0.105	0.036	0.030572
GLS	-0.63725	9.47E-07	0.08	0.159	0.030585
ITPR1	-0.70097	9.49E-07	0.049	0.113	0.030626
RALGAPA2	-0.65742	9.66E-07	0.056	0.123	0.031173
AP2A2	-0.44854	9.81E-07	0.142	0.254	0.031676
KSR1	-1.52058	9.82E-07	0.013	0.048	0.031691
RNF187	-0.47735	9.86E-07	0.109	0.204	0.031827
TNFRSF21	-0.55717	1.00E-06	0.088	0.171	0.032407
SRD5A3	-0.82891	1.01E-06	0.058	0.125	0.032588
YIPF1	-0.50525	1.02E-06	0.101	0.192	0.032965
HCST	-0.3056	1.03E-06	0.113	0.214	0.033173
TMEM205	-0.73679	1.03E-06	0.051	0.115	0.033244
COP1	-0.83985	1.03E-06	0.044	0.103	0.033268
ABCB7	-1.14312	1.03E-06	0.025	0.071	0.033399
CHMP1A	-0.5786	1.04E-06	0.078	0.157	0.033633
ITPKB	1.347235	1.08E-06	0.194	0.115	0.03491
IL16	-1.44864	1.09E-06	0.017	0.056	0.035259
TMEM164	-0.41953	1.09E-06	0.141	0.248	0.03526
IL6ST	-1.22756	1.10E-06	0.027	0.075	0.03551
PINK1	-1.21288	1.11E-06	0.022	0.065	0.035963
UBE2H	-0.55847	1.12E-06	0.069	0.143	0.036104
ITPRIP	-1.73239	1.13E-06	0.014	0.05	0.036544
ITGB5	1.561159	1.15E-06	0.148	0.071	0.03716
ATP11A	-0.93307	1.15E-06	0.031	0.081	0.037186
RIC8A	-0.94272	1.16E-06	0.034	0.087	0.037523
SQOR	-0.60469	1.18E-06	0.108	0.2	0.038035
MSRA	-0.64918	1.20E-06	0.071	0.145	0.038602
ERP29	-0.40719	1.23E-06	0.383	0.56	0.039629
NHSL2	-1.20557	1.24E-06	0.015	0.052	0.040151
SORT1	-1.37827	1.24E-06	0.016	0.054	0.040156
ZBTB16	-1.8552	1.26E-06	0.005	0.03	0.040752
NDUFB3	-0.35907	1.31E-06	0.206	0.343	0.042399
ERRFI1	-1.20808	1.34E-06	0.063	0.129	0.043174
UPF1	-0.99069	1.36E-06	0.016	0.054	0.044039
NUP98	-0.43664	1.37E-06	0.15	0.262	0.04413
PIK3CG	-1.20741	1.40E-06	0.017	0.056	0.045115
CEPT1	-0.45796	1.41E-06	0.146	0.258	0.045538
GPNMB	4.840886	1.41E-06	0.057	0.006	0.045636
PDE7B	-0.46436	1.44E-06	0.081	0.159	0.046569
ATG4D	-0.97067	1.44E-06	0.028	0.077	0.046577
KDM7A	-0.32832	1.44E-06	0.25	0.397	0.046581
ZC2HC1A	-2.51467	1.47E-06	0.003	0.024	0.047448
TBC1D15	-0.73033	1.49E-06	0.048	0.109	0.04813
RPS2	-0.18371	1.55E-06	0.893	0.956	0.049895
