Gene_Symbol	logFC	pv	pct.1	pct.2	p_val_adj
USF1	-2.36488	1.25E-15	0.03	0.127	4.04E-11
FAM49A	-1.67231	1.31E-15	0.055	0.175	4.22E-11
EPB41L2	1.400482	1.43E-15	0.312	0.121	4.61E-11
NDUFB10	-0.9906	1.68E-15	0.299	0.466	5.43E-11
ABCA6	-5.13333	1.77E-15	0.002	0.056	5.72E-11
KCNN4	5.793587	1.88E-15	0.122	0.002	6.06E-11
HGSNAT	-1.99084	2.11E-15	0.055	0.171	6.81E-11
PSMB1	-0.64746	2.21E-15	0.565	0.698	7.15E-11
IL7R	3.659181	2.23E-15	0.141	0.012	7.19E-11
NR4A2	1.398358	2.25E-15	0.359	0.169	7.26E-11
CTSC	0.5329	2.33E-15	0.902	0.897	7.51E-11
BCL2L1	2.899719	2.61E-15	0.162	0.024	8.42E-11
PARP8	-1.68138	3.35E-15	0.044	0.153	1.08E-10
CXCL16	3.139735	3.56E-15	0.155	0.02	1.15E-10
RPL30	-0.45329	3.79E-15	0.753	0.883	1.22E-10
SELENOH	-2.38176	3.90E-15	0.037	0.137	1.26E-10
PRELID1	0.741878	3.94E-15	0.684	0.528	1.27E-10
SLA	-1.15225	4.37E-15	0.168	0.331	1.41E-10
DOK3	-1.40456	4.92E-15	0.137	0.282	1.59E-10
RPS12	-0.4534	6.39E-15	0.824	0.901	2.06E-10
RPL35	-0.39591	7.84E-15	0.774	0.899	2.53E-10
RAB8B	1.018975	8.67E-15	0.521	0.327	2.80E-10
CCRL2	2.235676	8.86E-15	0.207	0.054	2.86E-10
CDK14	1.3779	9.77E-15	0.281	0.101	3.15E-10
COL18A1	5.310316	1.03E-14	0.116	0.002	3.32E-10
TNFRSF1A	-0.99732	1.11E-14	0.281	0.448	3.57E-10
NADK	-1.33115	1.17E-14	0.169	0.317	3.78E-10
SORL1	-1.99119	1.19E-14	0.059	0.173	3.83E-10
TES	1.345813	1.37E-14	0.357	0.171	4.43E-10
ID2	0.965061	1.41E-14	0.575	0.397	4.56E-10
MBNL1	-1.17873	1.44E-14	0.205	0.359	4.66E-10
TMEM14C	-0.70396	1.46E-14	0.393	0.56	4.72E-10
RPS8	-0.30471	1.68E-14	0.947	0.986	5.41E-10
TSPAN13	-1.57709	1.85E-14	0.106	0.24	5.96E-10
SH3PXD2B	1.934904	1.85E-14	0.202	0.052	5.99E-10
STON2	2.624349	1.88E-14	0.164	0.028	6.08E-10
COX17	0.97529	1.94E-14	0.534	0.345	6.25E-10
CD300LG	-3.63873	2.45E-14	0.01	0.077	7.91E-10
ATG101	-1.46859	2.46E-14	0.114	0.252	7.94E-10
CFL1	0.35766	2.46E-14	0.941	0.938	7.95E-10
IQGAP1	0.75637	2.63E-14	0.679	0.5	8.48E-10
NXPE4	-4.46093	2.64E-14	0.004	0.06	8.53E-10
BSCL2	-1.52071	2.71E-14	0.11	0.244	8.76E-10
PDLIM7	3.998414	3.01E-14	0.128	0.01	9.72E-10
SSH2	-1.04472	3.16E-14	0.216	0.377	1.02E-09
IGSF6	-0.83619	3.92E-14	0.295	0.464	1.27E-09
EXT1	-0.943	4.23E-14	0.231	0.395	1.36E-09
TMEM59	-0.85554	4.33E-14	0.339	0.498	1.40E-09
HSD17B12	1.232652	4.50E-14	0.319	0.135	1.45E-09
STING1	-1.77305	4.68E-14	0.063	0.179	1.51E-09
C3	-1.69648	4.85E-14	0.067	0.183	1.57E-09
RBPJ	1.269785	5.17E-14	0.347	0.163	1.67E-09
CERS2	1.104066	5.21E-14	0.4	0.202	1.68E-09
IDH3G	-1.28816	5.55E-14	0.139	0.282	1.79E-09
PITPNA	0.597709	7.08E-14	0.729	0.601	2.29E-09
CLEC4D	0.82643	7.23E-14	0.656	0.476	2.33E-09
RPL7A	-0.4096	7.95E-14	0.791	0.893	2.57E-09
SNX6	1.101993	8.28E-14	0.385	0.202	2.67E-09
PFKP	1.285124	9.58E-14	0.371	0.192	3.09E-09
PTGS2	1.652636	9.72E-14	0.228	0.073	3.14E-09
SGK1	1.990515	9.93E-14	0.216	0.067	3.21E-09
RAB7B	1.464362	1.21E-13	0.24	0.083	3.89E-09
HIGD2A	-1.25815	1.23E-13	0.186	0.329	3.99E-09
SEM1	-0.44521	1.57E-13	0.82	0.901	5.06E-09
PABPC1	-0.57736	2.11E-13	0.611	0.736	6.80E-09
FIS1	-0.83779	2.35E-13	0.376	0.52	7.60E-09
F10	0.775384	2.46E-13	0.663	0.498	7.95E-09
COX4I1	-0.38077	2.91E-13	0.891	0.948	9.38E-09
KHK	-2.13174	3.09E-13	0.044	0.141	9.98E-09
CDKN1A	0.564505	3.37E-13	0.803	0.667	1.09E-08
TPM4	0.701175	3.52E-13	0.691	0.536	1.14E-08
MDFIC	1.036346	3.60E-13	0.396	0.216	1.16E-08
HAVCR2	1.82088	3.65E-13	0.222	0.075	1.18E-08
TNFRSF21	-1.77056	3.66E-13	0.063	0.171	1.18E-08
NDUFV3	0.932267	3.77E-13	0.442	0.252	1.22E-08
MTHFS	2.45384	4.48E-13	0.152	0.028	1.45E-08
MITF	1.39474	4.77E-13	0.287	0.121	1.54E-08
IKZF1	-1.36715	5.45E-13	0.123	0.254	1.76E-08
SRM	2.675651	5.69E-13	0.141	0.022	1.84E-08
CDK6	2.035897	5.94E-13	0.181	0.046	1.92E-08
NDRG1	1.867882	6.10E-13	0.247	0.099	1.97E-08
CCDC180	-3.79417	6.16E-13	0.006	0.06	1.99E-08
APOC2	-0.60028	6.54E-13	0.352	0.528	2.11E-08
ANXA4	1.296038	7.00E-13	0.289	0.121	2.26E-08
UBC	0.51729	7.39E-13	0.894	0.817	2.39E-08
EIF4E	1.006679	7.45E-13	0.448	0.264	2.41E-08
AP2M1	0.921855	8.88E-13	0.426	0.232	2.87E-08
DIP2C	3.269433	9.74E-13	0.124	0.014	3.14E-08
PBX1	-2.23674	1.05E-12	0.03	0.115	3.39E-08
GBE1	2.340074	1.08E-12	0.165	0.038	3.47E-08
ABI3	-1.63538	1.13E-12	0.066	0.173	3.65E-08
ITGB5	1.579148	1.20E-12	0.216	0.071	3.87E-08
GNA13	1.39224	1.23E-12	0.285	0.125	3.97E-08
PHLDA1	0.966897	1.26E-12	0.403	0.224	4.06E-08
LAMP2	-0.634	1.37E-12	0.457	0.615	4.42E-08
CCDC28B	-2.05374	1.62E-12	0.035	0.123	5.22E-08
MAF	1.83605	2.09E-12	0.205	0.067	6.74E-08
CALHM6	-6.03894	2.17E-12	0.001	0.042	7.00E-08
FUBP1	1.334776	2.30E-12	0.263	0.105	7.42E-08
PTMA	0.498743	2.60E-12	0.866	0.817	8.40E-08
MPP1	-1.34023	2.62E-12	0.138	0.268	8.45E-08
PPA1	2.131266	2.68E-12	0.157	0.034	8.67E-08
HPCAL1	-0.87326	2.77E-12	0.269	0.413	8.93E-08
MAFF	2.086738	3.22E-12	0.149	0.03	1.04E-07
FAM49B	-0.3877	3.47E-12	0.747	0.857	1.12E-07
SNX24	1.953427	3.55E-12	0.168	0.042	1.15E-07
CYP27B1	2.268758	3.92E-12	0.157	0.036	1.27E-07
MIA2	-0.98898	4.13E-12	0.179	0.325	1.33E-07
ATXN1	1.717355	4.17E-12	0.206	0.069	1.35E-07
DAPK1	2.039451	4.22E-12	0.17	0.044	1.36E-07
RPL31	-0.39224	4.35E-12	0.843	0.919	1.40E-07
CACNA1D	1.260558	4.35E-12	0.237	0.089	1.41E-07
FAM111A	-1.33826	4.42E-12	0.12	0.244	1.43E-07
TMCC1	-1.28511	4.50E-12	0.163	0.292	1.45E-07
MTSS1	2.789429	5.00E-12	0.133	0.022	1.61E-07
PEAK1	1.23314	5.18E-12	0.28	0.119	1.67E-07
UBL4A	1.528251	5.69E-12	0.213	0.073	1.84E-07
DHRS3	1.343056	5.95E-12	0.252	0.103	1.92E-07
NT5DC2	1.838424	6.14E-12	0.202	0.067	1.98E-07
TMEM256	-0.85635	6.94E-12	0.341	0.48	2.24E-07
IL16	-3.36083	7.20E-12	0.006	0.056	2.32E-07
BTG1	0.404962	7.90E-12	0.951	0.909	2.55E-07
PLAUR	0.660117	8.20E-12	0.727	0.577	2.65E-07
CREM	0.812829	8.41E-12	0.5	0.312	2.71E-07
YWHAH	0.797134	8.81E-12	0.512	0.329	2.85E-07
HSP90B1	0.876255	9.20E-12	0.7	0.556	2.97E-07
SCIMP	1.910696	9.52E-12	0.176	0.05	3.07E-07
BAG1	0.912955	1.09E-11	0.408	0.224	3.52E-07
UBE2N	0.711794	1.18E-11	0.543	0.359	3.82E-07
BMX	-7.81754	1.28E-11	0	0.036	4.14E-07
PHF5A	-1.11277	1.39E-11	0.153	0.284	4.50E-07
S100A8	-1.21039	1.42E-11	0.258	0.407	4.57E-07
FRY	-1.50212	1.47E-11	0.074	0.179	4.75E-07
YIF1B	1.424923	1.49E-11	0.229	0.087	4.81E-07
ACOT13	-1.88863	1.61E-11	0.047	0.137	5.19E-07
TUBA1C	0.919997	1.61E-11	0.403	0.224	5.21E-07
CFH	-1.88159	1.73E-11	0.074	0.175	5.57E-07
ALCAM	0.665387	1.85E-11	0.543	0.365	5.96E-07
SEPHS2	-1.6041	2.04E-11	0.046	0.137	6.58E-07
APOE	-0.55352	2.05E-11	0.805	0.877	6.63E-07
SCARB1	-1.9805	2.10E-11	0.047	0.137	6.78E-07
FGF13	5.355426	2.16E-11	0.09	0.002	6.98E-07
RGL1	2.397572	2.34E-11	0.149	0.036	7.57E-07
HIVEP2	1.231754	2.40E-11	0.279	0.129	7.73E-07
CLEC5A	1.459163	2.53E-11	0.247	0.103	8.17E-07
HIF1A	0.732349	2.53E-11	0.493	0.304	8.18E-07
ANKRD37	1.560454	2.54E-11	0.203	0.069	8.20E-07
SET	1.02519	2.54E-11	0.354	0.183	8.22E-07
SLC41A2	5.471391	2.62E-11	0.089	0.002	8.45E-07
TMEM119	5.141769	2.73E-11	0.089	0.002	8.82E-07
FAM20C	2.809514	2.75E-11	0.114	0.014	8.88E-07
EZR	1.314574	3.22E-11	0.294	0.143	1.04E-06
PLBD1	-0.70725	3.31E-11	0.345	0.496	1.07E-06
CDV3	1.546817	3.33E-11	0.205	0.073	1.08E-06
TGIF1	1.24352	3.79E-11	0.313	0.159	1.22E-06
RALA	1.08572	3.95E-11	0.327	0.165	1.27E-06
IRF1	-1.31834	4.12E-11	0.111	0.228	1.33E-06
GPR171	4.298244	4.47E-11	0.095	0.006	1.44E-06
TCF25	0.84972	4.48E-11	0.378	0.208	1.45E-06
TXNDC17	0.882279	4.57E-11	0.444	0.276	1.48E-06
MTHFD1L	1.668366	4.72E-11	0.184	0.058	1.52E-06
ITGB2	0.693558	4.94E-11	0.522	0.347	1.60E-06
HK1	2.187366	5.25E-11	0.164	0.048	1.70E-06
ID3	-0.82747	5.44E-11	0.143	0.272	1.76E-06
MMP12	9.301658	5.85E-11	0.082	0	1.89E-06
AIF1	1.203098	6.13E-11	0.325	0.167	1.98E-06
FNIP2	1.541182	6.13E-11	0.199	0.071	1.98E-06
SUPT4H1	-0.80338	6.68E-11	0.255	0.391	2.16E-06
NRG1	-0.90416	7.34E-11	0.161	0.296	2.37E-06
ETV5	7.320388	7.34E-11	0.081	0	2.37E-06
FAM71F2	4.064013	7.35E-11	0.094	0.006	2.37E-06
ERN1	1.329667	7.78E-11	0.286	0.143	2.51E-06
BRI3	0.816138	7.96E-11	0.503	0.329	2.57E-06
ELOB	0.517005	7.99E-11	0.68	0.53	2.58E-06
FCER1G	-0.20396	8.27E-11	0.978	1	2.67E-06
RTRAF	-0.82046	8.62E-11	0.291	0.421	2.78E-06
SDC1	4.612738	8.80E-11	0.089	0.004	2.84E-06
KLF4	0.63646	8.86E-11	0.567	0.377	2.86E-06
PTPN6	-0.74074	8.94E-11	0.338	0.478	2.89E-06
MTUS1	-1.99039	1.00E-10	0.042	0.125	3.23E-06
H2AJ	-0.5264	1.00E-10	0.571	0.685	3.24E-06
RANBP1	0.915649	1.01E-10	0.434	0.26	3.27E-06
RREB1	1.182606	1.13E-10	0.294	0.143	3.63E-06
AP3S1	0.734388	1.20E-10	0.485	0.302	3.87E-06
PTPRO	-1.24286	1.24E-10	0.099	0.212	4.01E-06
TIFA	-1.42198	1.27E-10	0.092	0.198	4.09E-06
MT-CO3	-0.21734	1.30E-10	0.986	0.998	4.20E-06
DHRS7	-1.20654	1.42E-10	0.087	0.196	4.59E-06
ITGB1	0.941379	1.45E-10	0.325	0.161	4.69E-06
EIF3B	1.302262	1.50E-10	0.232	0.095	4.83E-06
TTC39B	2.750258	1.55E-10	0.114	0.018	5.00E-06
COX6B2	-2.71107	1.61E-10	0.014	0.073	5.20E-06
TMED9	0.584434	1.69E-10	0.612	0.45	5.44E-06
ITGAM	0.765444	1.73E-10	0.48	0.317	5.59E-06
CD274	3.414871	1.78E-10	0.098	0.01	5.75E-06
RPL15	-0.27772	1.78E-10	0.929	0.972	5.76E-06
VPS29	0.86326	2.12E-10	0.4	0.23	6.85E-06
RPLP2	-0.25513	2.35E-10	0.946	0.98	7.60E-06
NDFIP1	0.893634	2.46E-10	0.421	0.26	7.95E-06
IRAK2	0.932082	2.50E-10	0.301	0.147	8.06E-06
HK2	1.658725	2.50E-10	0.192	0.069	8.07E-06
DDIT4	3.065993	2.62E-10	0.111	0.018	8.47E-06
LASP1	1.799124	2.65E-10	0.156	0.044	8.56E-06
PLK3	1.699403	2.68E-10	0.171	0.054	8.65E-06
NLRP3	0.913054	2.73E-10	0.396	0.232	8.81E-06
NDUFS2	-0.98246	2.92E-10	0.198	0.321	9.42E-06
SDC3	3.313552	2.94E-10	0.097	0.01	9.50E-06
FABP7	-2.75927	3.28E-10	0.01	0.062	1.06E-05
ZMIZ1	1.02579	3.32E-10	0.35	0.196	1.07E-05
HCK	-0.71409	3.54E-10	0.238	0.381	1.14E-05
RNASEL	-1.77191	4.09E-10	0.06	0.149	1.32E-05
ROGDI	-2.10012	4.25E-10	0.023	0.089	1.37E-05
RGS18	-2.12939	4.26E-10	0.034	0.107	1.37E-05
SPINT1	2.210653	4.27E-10	0.137	0.034	1.38E-05
SERP1	-0.49092	4.39E-10	0.651	0.734	1.42E-05
F7	7.374091	4.50E-10	0.074	0	1.45E-05
CANX	0.706023	5.00E-10	0.487	0.315	1.61E-05
CCDC125	-4.17608	5.07E-10	0.003	0.042	1.64E-05
PSMD7	1.017733	5.07E-10	0.306	0.155	1.64E-05
PPBP	5.732933	5.14E-10	0.086	0.006	1.66E-05
ACAA2	-1.52788	5.28E-10	0.08	0.175	1.70E-05
GFOD1	2.003029	5.30E-10	0.131	0.03	1.71E-05
MAP4K4	1.326929	5.31E-10	0.255	0.121	1.71E-05
UBL7	-1.51739	5.65E-10	0.064	0.155	1.82E-05
MTHFD2	2.115848	5.68E-10	0.13	0.03	1.83E-05
CD36	2.984639	5.81E-10	0.122	0.026	1.88E-05
MYD88	-1.07289	5.92E-10	0.143	0.262	1.91E-05
WNK1	0.847461	6.02E-10	0.43	0.272	1.94E-05
MAML2	1.84846	6.09E-10	0.176	0.06	1.97E-05
KLF7	1.403703	6.28E-10	0.215	0.089	2.03E-05
RHOC	3.026274	6.38E-10	0.09	0.008	2.06E-05
AP2A2	-1.21518	6.70E-10	0.14	0.254	2.16E-05
VPS28	-0.89378	6.77E-10	0.238	0.363	2.19E-05
SLC11A1	0.818275	6.83E-10	0.46	0.298	2.20E-05
SERPINE1	3.490558	6.96E-10	0.101	0.014	2.25E-05
PRKAR1A	0.790639	7.04E-10	0.42	0.252	2.27E-05
HAGH	-1.51684	7.08E-10	0.063	0.153	2.29E-05
TMEM167A	-0.63053	7.21E-10	0.44	0.569	2.33E-05
CCR5	0.721085	7.42E-10	0.456	0.292	2.39E-05
CNTRL	-1.82879	7.43E-10	0.042	0.121	2.40E-05
ABCC1	2.059982	7.50E-10	0.147	0.042	2.42E-05
ELL	2.052515	7.50E-10	0.141	0.038	2.42E-05
SAMSN1	-0.7925	7.98E-10	0.28	0.407	2.58E-05
GNB1	0.806894	8.41E-10	0.442	0.288	2.71E-05
RIPK3	1.770698	8.45E-10	0.159	0.05	2.73E-05
FLOT2	-1.40345	9.32E-10	0.069	0.161	3.01E-05
PA2G4	1.217906	9.68E-10	0.244	0.111	3.12E-05
TIPARP	0.851321	1.01E-09	0.452	0.312	3.25E-05
CDK2AP2	-0.37371	1.03E-09	0.555	0.688	3.33E-05
SPI1	-0.49451	1.04E-09	0.605	0.702	3.35E-05
RP9	-1.15171	1.13E-09	0.143	0.252	3.64E-05
DIPK1A	-1.79682	1.13E-09	0.051	0.133	3.66E-05
MGAT4A	1.897031	1.15E-09	0.135	0.034	3.73E-05
TMEM176A	-1.61298	1.16E-09	0.086	0.183	3.75E-05
BZW1	0.737129	1.16E-09	0.46	0.29	3.75E-05
CYP27A1	-2.25896	1.19E-09	0.019	0.079	3.85E-05
CDH23	-1.59122	1.22E-09	0.036	0.111	3.95E-05
CYB5R3	1.534423	1.24E-09	0.177	0.062	3.99E-05
MCFD2	1.221664	1.25E-09	0.214	0.089	4.02E-05
STK17B	-0.79981	1.28E-09	0.287	0.409	4.13E-05
RPL36AL	-0.3008	1.28E-09	0.85	0.903	4.14E-05
TNFRSF11A	2.565012	1.37E-09	0.103	0.016	4.42E-05
UPP1	4.405261	1.37E-09	0.079	0.004	4.44E-05
PRDX5	-0.26074	1.63E-09	0.875	0.915	5.27E-05
SYCE2	3.680167	1.65E-09	0.086	0.008	5.34E-05
RAB7A	0.619689	1.69E-09	0.554	0.399	5.45E-05
NPEPPS	1.355805	1.75E-09	0.224	0.099	5.66E-05
SUSD3	-1.28943	1.76E-09	0.108	0.21	5.69E-05
TPD52	-0.38873	1.76E-09	0.766	0.833	5.69E-05
TMEM37	2.053309	1.87E-09	0.135	0.036	6.05E-05
OSM	0.739993	1.91E-09	0.618	0.468	6.17E-05
FLRT2	5.15498	1.98E-09	0.074	0.002	6.40E-05
MPC1	-0.74404	2.05E-09	0.282	0.409	6.61E-05
SFMBT1	2.690867	2.05E-09	0.094	0.012	6.62E-05
CD53	0.403236	2.12E-09	0.895	0.843	6.84E-05
MANF	0.951571	2.17E-09	0.573	0.448	7.01E-05
KCNK13	1.791609	2.27E-09	0.126	0.03	7.33E-05
SOCS2	3.90253	2.30E-09	0.078	0.004	7.43E-05
SNX8	2.224621	2.39E-09	0.115	0.024	7.71E-05
ITGAV	1.587401	2.48E-09	0.181	0.067	8.01E-05
CNDP2	0.712722	2.60E-09	0.494	0.339	8.40E-05
GPR141	-0.89114	2.64E-09	0.129	0.248	8.53E-05
CARMIL1	2.757582	2.66E-09	0.106	0.02	8.58E-05
CD164	1.35254	2.67E-09	0.184	0.069	8.63E-05
NR4A1	-0.64889	2.76E-09	0.432	0.546	8.92E-05
RCSD1	-1.74153	2.80E-09	0.049	0.127	9.04E-05
LMO4	-1.35373	3.12E-09	0.08	0.173	0.000101
ICAM2	-2.37443	3.14E-09	0.022	0.083	0.000101
PDLIM1	-1.7719	3.16E-09	0.045	0.121	0.000102
ABCA9	-3.11157	3.21E-09	0.008	0.052	0.000104
DYNLL1	0.436134	3.21E-09	0.815	0.72	0.000104
SYS1	-0.79009	3.23E-09	0.245	0.367	0.000104
GRK6	-2.09451	3.28E-09	0.028	0.093	0.000106
SKIL	1.19051	3.37E-09	0.215	0.091	0.000109
MID1IP1	-2.3239	3.81E-09	0.022	0.083	0.000123
PRKCG	-2.29655	3.82E-09	0.016	0.071	0.000123
EEA1	1.193622	4.08E-09	0.209	0.087	0.000132
MBNL2	0.851411	4.10E-09	0.425	0.272	0.000132
CCT3	1.042984	4.25E-09	0.277	0.137	0.000137
NCL	0.777348	4.34E-09	0.445	0.292	0.00014
TRAF1	2.005875	4.34E-09	0.129	0.034	0.00014
TMBIM1	1.707387	4.50E-09	0.165	0.058	0.000145
SLC9A9	-1.20511	4.84E-09	0.114	0.214	0.000156
RPL36	-0.31808	5.23E-09	0.839	0.911	0.000169
SNRPD1	0.918587	5.27E-09	0.299	0.157	0.00017
HSPA9	1.140426	5.38E-09	0.265	0.133	0.000174
CPNE3	-1.46834	5.56E-09	0.069	0.155	0.000179
DDI2	-1.40319	5.59E-09	0.07	0.157	0.00018
GPLD1	-6.14983	5.62E-09	0.001	0.03	0.000182
KYNU	-4.16032	6.07E-09	0.003	0.038	0.000196
PLA2G4A	1.044464	6.25E-09	0.269	0.137	0.000202
RPL14	-0.25066	6.34E-09	0.894	0.968	0.000205
ANP32B	0.767525	6.43E-09	0.443	0.288	0.000208
ADAP2	2.179958	6.55E-09	0.132	0.038	0.000211
MFHAS1	3.317544	7.46E-09	0.078	0.006	0.000241
KANSL1L	1.901661	7.67E-09	0.145	0.046	0.000248
LMO1	-3.81238	7.67E-09	0.004	0.04	0.000248
MGARP	7.109209	8.33E-09	0.064	0	0.000269
DOCK7	1.66108	9.08E-09	0.145	0.046	0.000293
NLRP12	-7.20569	9.17E-09	0	0.026	0.000296
METTL1	2.358943	9.25E-09	0.1	0.018	0.000299
RNF149	-0.7256	9.34E-09	0.26	0.383	0.000302
SRSF2	0.639426	9.50E-09	0.542	0.387	0.000307
CCND2	3.089379	9.50E-09	0.088	0.012	0.000307
KDELR2	0.964855	9.64E-09	0.312	0.175	0.000311
EEF1G	0.553426	9.77E-09	0.646	0.528	0.000315
IL1A	3.377988	9.99E-09	0.084	0.01	0.000323
CCDC71L	1.775901	1.01E-08	0.141	0.044	0.000326
P2RY6	0.981777	1.03E-08	0.228	0.103	0.000333
RPL38	-0.26022	1.04E-08	0.847	0.925	0.000337
BTLA	-4.10615	1.08E-08	0.002	0.032	0.000348
DNAJA1	-0.36298	1.09E-08	0.509	0.625	0.000352
INPP5F	-1.60798	1.13E-08	0.022	0.081	0.000365
ACP5	2.304259	1.15E-08	0.112	0.026	0.000372
SLC39A14	1.685862	1.16E-08	0.132	0.038	0.000375
CRELD2	1.370903	1.18E-08	0.24	0.117	0.000381
PDK1	2.407828	1.24E-08	0.102	0.02	0.000399
TECR	-1.06765	1.24E-08	0.141	0.242	0.000401
PRELID2	3.385897	1.29E-08	0.079	0.008	0.000415
PRKCE	-1.13953	1.32E-08	0.088	0.181	0.000426
SCP2	-0.64185	1.36E-08	0.335	0.454	0.000441
KLF3	-0.93375	1.38E-08	0.19	0.306	0.000447
RNF150	3.248314	1.40E-08	0.079	0.008	0.000452
MRPL54	0.650197	1.43E-08	0.404	0.248	0.000463
AGPAT4	1.140138	1.45E-08	0.271	0.141	0.000467
FLRT3	3.452024	1.57E-08	0.078	0.008	0.000506
CX3CR1	-1.4921	1.58E-08	0.057	0.135	0.00051
RBMS1	0.497827	1.63E-08	0.696	0.558	0.000526
RAB27A	-1.91538	1.67E-08	0.018	0.073	0.000541
HINT1	-0.43177	1.68E-08	0.564	0.673	0.000543
GLUD1	-0.61093	1.76E-08	0.321	0.444	0.000567
PGLYRP1	-2.31971	1.84E-08	0.021	0.077	0.000594
AIG1	-1.14804	1.85E-08	0.086	0.177	0.000599
GPALPP1	1.542223	1.93E-08	0.149	0.05	0.000622
ADSS1	0.821881	1.96E-08	0.363	0.212	0.000633
CLIC4	0.963711	1.97E-08	0.308	0.171	0.000636
TMEM71	-1.8852	2.02E-08	0.018	0.071	0.000653
HERC4	-1.08556	2.04E-08	0.098	0.194	0.00066
CIAO2A	-0.52837	2.08E-08	0.488	0.599	0.00067
CIR1	-1.42284	2.08E-08	0.042	0.113	0.000672
SQOR	-1.29441	2.09E-08	0.106	0.2	0.000674
FMO5	-4.78906	2.17E-08	0.001	0.028	0.000701
SLC37A2	2.55637	2.21E-08	0.096	0.018	0.000714
PARVB	2.265466	2.23E-08	0.102	0.022	0.000721
PSAP	-0.16349	2.24E-08	0.962	0.99	0.000724
PAFAH1B3	2.595753	2.38E-08	0.092	0.016	0.00077
ELMSAN1	-1.8083	2.43E-08	0.033	0.097	0.000784
LYL1	-1.76093	2.44E-08	0.048	0.121	0.000788
SNX2	0.693961	2.47E-08	0.476	0.329	0.000796
GSAP	1.107286	2.49E-08	0.246	0.123	0.000803
TIFAB	-1.28024	2.61E-08	0.107	0.2	0.000842
PLD3	2.019193	2.61E-08	0.103	0.022	0.000842
IAH1	-1.50621	2.64E-08	0.075	0.157	0.000854
SBF2	3.803041	2.66E-08	0.069	0.004	0.000858
R3HDM4	-1.25789	2.73E-08	0.086	0.175	0.000882
IL1B	0.373559	2.74E-08	0.88	0.78	0.000883
PTPMT1	1.56288	2.83E-08	0.127	0.036	0.000912
ARID5A	-1.05769	2.83E-08	0.129	0.23	0.000914
PADI2	-2.33976	2.86E-08	0.01	0.054	0.000923
NDUFA4	-0.45367	2.91E-08	0.523	0.629	0.00094
MT-ATP6	-0.16644	3.04E-08	0.988	0.996	0.000983
EGR2	1.806661	3.05E-08	0.133	0.042	0.000985
IMPA2	1.565976	3.13E-08	0.184	0.079	0.001012
ETS2	0.814385	3.16E-08	0.325	0.181	0.00102
PSMD11	0.774449	3.25E-08	0.349	0.206	0.001051
RPS17	-0.27958	3.33E-08	0.863	0.921	0.001076
ERP29	-0.62067	3.50E-08	0.459	0.56	0.00113
KIZ	-2.91071	3.55E-08	0.006	0.044	0.001147
GCSH	1.21536	3.62E-08	0.145	0.048	0.001167
VKORC1	-2.72321	3.69E-08	0.017	0.067	0.00119
ACLY	1.20081	4.02E-08	0.191	0.083	0.001297
CORO1C	0.854855	4.14E-08	0.251	0.121	0.001336
LYAR	1.380021	4.18E-08	0.148	0.05	0.001349
GLRX	0.768207	4.20E-08	0.463	0.325	0.001356
ISY1	1.076774	4.31E-08	0.221	0.105	0.00139
NUDC	1.141232	4.49E-08	0.188	0.079	0.001451
ARHGEF6	-2.02969	4.50E-08	0.018	0.069	0.001451
GALK1	1.709069	4.57E-08	0.115	0.03	0.001476
NDUFB11	-0.8292	4.67E-08	0.301	0.399	0.001508
SLC35B1	0.937237	4.75E-08	0.261	0.135	0.001532
GALNT6	1.74393	4.82E-08	0.114	0.03	0.001556
INO80B	-1.82294	4.87E-08	0.026	0.085	0.001574
NME2	-0.31382	5.02E-08	0.806	0.905	0.001621
HDLBP	0.828775	5.06E-08	0.277	0.145	0.001635
RALB	0.94274	5.19E-08	0.325	0.194	0.001677
MFSD6	-1.58513	5.46E-08	0.034	0.099	0.001763
LMNB1	0.803798	5.57E-08	0.399	0.266	0.001797
RASGRP4	-1.10494	5.60E-08	0.114	0.21	0.001809
ECE1	2.024467	5.93E-08	0.113	0.03	0.001913
ARIH1	-0.75515	6.11E-08	0.325	0.429	0.001972
PEBP1	0.672	6.12E-08	0.396	0.25	0.001976
PNPLA7	-2.31591	6.66E-08	0.022	0.075	0.002149
LTBR	-1.53669	7.15E-08	0.055	0.129	0.002308
BPHL	-2.03781	7.33E-08	0.016	0.065	0.002367
SLC12A9	-2.07747	7.39E-08	0.031	0.091	0.002386
FOSB	0.744214	7.41E-08	0.341	0.204	0.002391
HSD17B10	-1.25452	7.72E-08	0.102	0.19	0.002492
VAMP4	0.604682	7.76E-08	0.51	0.365	0.002505
LRRC59	0.828907	8.14E-08	0.313	0.177	0.002628
TUBB2A	0.903822	8.17E-08	0.177	0.073	0.002639
BIRC3	-0.88844	8.53E-08	0.185	0.29	0.002753
EDEM1	0.882267	8.68E-08	0.317	0.188	0.002804
LBP	-3.47517	8.81E-08	0.004	0.036	0.002843
MET	1.662427	9.22E-08	0.136	0.046	0.002976
CAPN10	-3.66329	9.24E-08	0.005	0.038	0.002983
IL6R	-0.93093	9.29E-08	0.147	0.248	0.002999
NOD1	-2.84715	9.51E-08	0.004	0.036	0.003069
SPRED2	2.388	9.81E-08	0.087	0.016	0.003168
NFAM1	-1.15254	1.12E-07	0.133	0.226	0.003612
IL15RA	-2.86901	1.12E-07	0.006	0.042	0.003617
