Gene_Symbol	logFC	pv	pct.1	pct.2	p_val_adj
TGM2	-2.333091747	1.65E-09	0.117	0.243	5.32E-05
PRKAR2B	2.780179577	1.70E-09	0.073	0.011	5.50E-05
NR1H3	-2.497749546	1.77E-09	0.051	0.168	5.71E-05
MS4A7	4.394851783	1.80E-09	0.046	0.001	5.81E-05
SKA1	4.020619026	1.83E-09	0.046	0.001	5.90E-05
A4GALT	-2.256249732	1.88E-09	0.068	0.19	6.06E-05
IL16	-4.424154244	2.13E-09	0.01	0.102	6.89E-05
CSPG4	5.725094144	2.16E-09	0.042	0	6.99E-05
E030030I06RIK	5.987656115	2.16E-09	0.042	0	6.99E-05
GM32255	5.934660635	2.16E-09	0.042	0	6.99E-05
EME1	5.725653272	2.16E-09	0.042	0	6.99E-05
CHTF18	5.827622772	2.16E-09	0.042	0	6.99E-05
CDC25C	5.993557899	2.16E-09	0.042	0	6.99E-05
NANOS1	5.696565375	2.16E-09	0.042	0	6.99E-05
C7	-6.121601585	2.79E-09	0.002	0.087	9.00E-05
COL24A1	3.63231522	3.76E-09	0.049	0.002	0.000121436
KIF20B	2.615227325	3.97E-09	0.056	0.005	0.00012823
RIDA	2.679848416	4.69E-09	0.071	0.011	0.0001513
RGMA	-2.218690406	4.89E-09	0.095	0.216	0.000157934
PREX2	-2.694822382	5.19E-09	0.059	0.172	0.00016743
GBX2	5.864063069	6.48E-09	0.039	0	0.000209138
CENPI	5.805427822	6.48E-09	0.039	0	0.000209138
MYO7A	2.138585561	6.74E-09	0.081	0.015	0.000217532
ATOH8	2.886032118	7.29E-09	0.061	0.007	0.000235255
MBOAT1	2.285544546	1.08E-08	0.064	0.008	0.000347503
COL4A4	-5.647597866	1.11E-08	0.002	0.081	0.00035867
MCM10	2.998150379	1.13E-08	0.046	0.002	0.000365498
MYLK	2.174118052	1.14E-08	0.066	0.009	0.000366716
FETUB	-4.468097948	1.35E-08	0.007	0.09	0.000434613
CIP2A	2.803542669	1.49E-08	0.056	0.006	0.000479915
SMTNL2	-3.654452176	1.53E-08	0.012	0.099	0.000493108
IL6RA	-3.634678157	1.54E-08	0.017	0.107	0.000495949
BARD1	4.183120267	1.61E-08	0.042	0.001	0.000521277
MLF1	4.17848847	1.62E-08	0.042	0.001	0.000523721
CHEK1	3.935453748	1.62E-08	0.042	0.001	0.000523721
BEAN1	-6.736472522	1.69E-08	0	0.074	0.000547079
MIR22HG	-2.398174861	1.92E-08	0.054	0.162	0.000621271
FANCD2	5.870799795	1.94E-08	0.037	0	0.000625982
DDIAS	5.855549263	1.94E-08	0.037	0	0.000625982
FOLR1	5.667378478	1.94E-08	0.037	0	0.000625982
UNC13C	5.936492412	1.94E-08	0.037	0	0.000625982
SIRPA	-2.219746732	2.12E-08	0.081	0.194	0.000683687
SEMA3C	-4.005940573	2.20E-08	0.01	0.093	0.00070985
SQOR	-2.270434695	2.33E-08	0.073	0.183	0.000751008
C1S1	-2.18376837	2.35E-08	0.078	0.19	0.000757524
SHMT1	2.479329864	2.42E-08	0.061	0.008	0.000781581
ICOSL	-4.056675842	2.71E-08	0.01	0.092	0.000873692
ELN	-2.378986553	3.00E-08	0.115	0.228	0.000967548
PLAGL1	2.205805572	3.00E-08	0.051	0.005	0.000970076
RIN3	3.001843921	3.79E-08	0.054	0.006	0.001223455
DHCR24	2.216871478	4.33E-08	0.054	0.006	0.001399344
CCDC141	2.007650934	4.39E-08	0.068	0.012	0.001418585
POLQ	3.727776909	4.84E-08	0.039	0.001	0.001562954
CCDC122	2.57964084	5.38E-08	0.056	0.007	0.001737087
NUSAP1	2.359177626	5.40E-08	0.056	0.007	0.001743303
KIFC1	3.304264367	5.44E-08	0.046	0.004	0.001756306
ECT2	5.609223373	5.81E-08	0.034	0	0.001874231
RAET1D	5.582568508	5.81E-08	0.034	0	0.001874231
TRAC	5.864075784	5.81E-08	0.034	0	0.001874231
ERCC6L	5.463814571	5.81E-08	0.034	0	0.001874231
ARXES2	5.460531807	5.81E-08	0.034	0	0.001874231
RBL1	2.412385818	6.03E-08	0.056	0.007	0.001947048
D630003M21RIK	-4.79763245	6.21E-08	0.005	0.079	0.002006501
EGFL7	2.061128804	7.84E-08	0.059	0.008	0.002531973
ZDHHC12	2.116625165	8.77E-08	0.088	0.022	0.002832121
KCNQ5	3.621404217	8.99E-08	0.042	0.002	0.002900917
ARHGEF26	3.675638952	9.22E-08	0.042	0.002	0.002977156
ABCA6	-2.64152533	1.13E-07	0.034	0.126	0.003635287
ZFP503	4.779018783	1.34E-07	0.037	0.001	0.004328319
IQGAP3	3.686765219	1.43E-07	0.037	0.001	0.004618988
ENC1	-2.377409836	1.72E-07	0.056	0.154	0.005541746
WT1	5.683987542	1.74E-07	0.032	0	0.005614871
KIF24	5.419213033	1.74E-07	0.032	0	0.005614871
CDKN2A	5.497821369	1.74E-07	0.032	0	0.005614871
KIF2C	5.187841582	1.74E-07	0.032	0	0.005614871
FOXM1	5.834335793	1.74E-07	0.032	0	0.005614871
CREB3L3	5.393141661	1.74E-07	0.032	0	0.005614871
LRRC15	5.639416701	1.74E-07	0.032	0	0.005614871
USP51	5.530264594	1.74E-07	0.032	0	0.005614871
HIST1H1E	3.153422145	2.22E-07	0.046	0.005	0.007168528
PLEKHO1	2.313127507	2.26E-07	0.061	0.011	0.007307602
STIL	3.943248053	2.59E-07	0.039	0.002	0.008349064
HMGA2	3.753549542	2.71E-07	0.039	0.002	0.00875219
MEGF11	3.607392097	2.73E-07	0.039	0.002	0.008827477
CYB561	-2.040297195	3.40E-07	0.1	0.2	0.010964286
PCSK5	-4.186839823	3.88E-07	0.012	0.085	0.012516019
NTN1	-2.306578873	4.02E-07	0.054	0.147	0.012977894
NSUN7	4.21938288	4.15E-07	0.034	0.001	0.013396881
BC030867	3.138812555	4.27E-07	0.034	0.001	0.013773076
TRIB1	-2.28765633	4.35E-07	0.073	0.169	0.014033878
1700109H08RIK	2.499108908	4.71E-07	0.042	0.004	0.015192539
MASTL	5.32435681	5.22E-07	0.029	0	0.016836895
CCDC18	5.619087664	5.22E-07	0.029	0	0.016836895
E2F8	5.155357663	5.22E-07	0.029	0	0.016836895
TICRR	5.130384676	5.22E-07	0.029	0	0.016836895
FANCA	5.488202735	5.22E-07	0.029	0	0.016836895
DIXDC1	5.193161435	5.22E-07	0.029	0	0.016836895
SPAG5	5.145534045	5.22E-07	0.029	0	0.016836895
GM6093	5.623747076	5.22E-07	0.029	0	0.016836895
LEPR	-5.330942258	6.64E-07	0.002	0.063	0.021430321
SMAD6	2.13040499	7.01E-07	0.064	0.013	0.022620576
IL17D	-3.154587046	7.92E-07	0.02	0.094	0.025569588
4930550C14RIK	3.192402208	8.05E-07	0.037	0.002	0.025996332
MTUS2	2.495717232	8.22E-07	0.037	0.002	0.026552967
FUCA2	2.59328689	8.22E-07	0.037	0.002	0.026552967
FBXL13	2.159766262	9.20E-07	0.046	0.006	0.02970188
HOTAIRM1	4.680267383	1.21E-06	0.032	0.001	0.039217188
ADAM22	4.264698445	1.22E-06	0.032	0.001	0.03939776
ANO4	4.170140177	1.23E-06	0.032	0.001	0.039761308
ORC1	3.173187892	1.25E-06	0.039	0.004	0.040274855
SGO2A	3.427865382	1.26E-06	0.032	0.001	0.040684351
PRDM8	2.860306437	1.27E-06	0.032	0.001	0.040871417
TEK	-2.505596725	1.43E-06	0.037	0.118	0.046255178
